PersonRef,PersonID,PersonSystemId,FirstName,LastName,Other Details,Title,Occupation,Office,Residence,IsDeleted,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"JO/115",115,"JO","Patrick","Dausone",,,,,"Haddington",0,"Involved in case in 1649.","jhm","06/13/01 12:47:39","jhm","11/20/03 14:44:45"
"JO/1150",1150,"JO","Alexander","Middleton",,"Mr",,,,0,"?from Menmuir. Involved in case in 1650.","jhm","02/07/02 16:09:20","jhm","12/02/03 11:50:43"
"JO/1151",1151,"JO","John","Fraser",,"the younger",,,,0,"Involved in case in 1650. ?from Menmuir.","jhm","02/07/02 16:09:53","jhm","01/07/04 12:14:09"
"JO/1152",1152,"JO","Alexander","Ramsay",,"Mr","minister",,"Strathmartine",0,"Appointed by General Assembly as part of a committee of visitation in 1649. Involved in cases in 1650.","jhm","02/14/02 10:43:18","jhm","12/12/03 09:56:21"
"JO/1153",1153,"JO","James","Scott",,,,"bailie","Selkirk",0,"Involved in 1561 case.","jhm","02/15/02 12:15:48","jhm","12/12/03 14:49:58"
"JO/1154",1154,"JO","David","Williamson",,"Mr","minister",,"Kilspindie",0,"Minister at Kilspindie 1622-1646. Involved in case in 1628.","jhm","02/19/02 09:41:27","jhm","12/18/03 15:55:49"
"JO/1155",1155,"JO","William","Row",,"Mr","minister",,"Forgandenny",0,"Minister at Forgandenny 1624-58. Commissioner of GA in 1648. Involved in cases in 1628 and 1646.","jhm","02/19/02 09:42:23","jhm","12/12/03 12:20:50"
"JO/1156",1156,"JO","John","Robertson",,"Mr","minister",,"Perth",0,"Minister at Perth 1624-45. Attended GA in 1638 and 39. Deposed by Assembly in 1648. Involved in case in 1628.","jhm","02/19/02 09:43:50","jhm","12/12/03 11:37:49"
"JO/1157",1157,"JO","James","Fowler",,"Mr","minister",,"Kinfauns",0,"Minister at Kinfauns 1623-67. Involved in cases in 1628 and 1649.","jhm","02/19/02 09:45:29","jhm","01/07/04 12:12:50"
"JO/1158",1158,"JO","John","Malcolm",,"Mr","minister",,"Perth",0,"Minister at Perth 1591-1624. Anti-episcopalian and attended General Assembly in 1592 and 1618. Involved in case in 1628.","jhm","02/19/02 09:50:34","jhm","12/02/03 09:48:41"
"JO/1159",1159,"JO","David","Murray",,,,"burgess/jailor of tolbooth","Perth",0,"Involved in case in 1628.","jhm","02/19/02 10:01:47","jhm","12/05/03 10:34:49"
"JO/1160",1160,"JO","William","Graham",,"Earl of Mentieth",,"lord presiden of PC and lord justice general",,0,"Involved in case in1628.","jhm","02/19/02 10:03:57","jhm","11/27/03 09:43:11"
"JO/1161",1161,"JO","John","Moncreiff",,"Sir of that Ilk",,"Sheriff of Perth",,0,"Involved in 1628 cases.","jhm","02/19/02 10:06:45","jhm","12/02/03 11:59:19"
"JO/1162",1162,"JO","Thomas","Blair",,"Sir of Balthayock",,"sheriff of Perth","Balthayock",0,"Involved in cases in 1643.","jhm","02/19/02 12:21:37","jhm","11/18/03 10:07:06"
"JO/1163",1163,"JO","Andrew","Playfair",,"Mr","minister",,"Aberdalgie & Dupplin",0,"Involved in cases in 1643. Minister at Aberdalgie and Dupplin 1613-1657.","jhm","02/19/02 12:23:10","jhm","12/05/03 15:18:50"
"JO/1164",1164,"JO","Thomas","Haliburton",,"Mr","minister",,"Errol",0,"Minister at Errol 1640-45. Involved in cases in 1643.","jhm","02/19/02 12:25:11","jhm","11/27/03 12:02:26"
"JO/1165",1165,"JO","John","Hall",,"Mr","minister",,"Kilspindie",0,"Minister at Dunbarney then Kilspindie, 1623-1646. Involved in case in 1629.","jhm","02/19/02 13:09:17","jhm","01/09/04 12:08:31"
"JO/1166",1166,"JO","David","Wemyss",,"Mr","minister",,"Scone",0,"Minister at Scone, 1620-56. Attended General Assembly in 1645 and 1648. Involved in case in 1646.","jhm","02/19/02 13:10:25","jhm","12/18/03 15:12:31"
"JO/1168",1168,"JO","James","Oliphant",,"Mr","minister",,"Kinnoull",0,"Minister at Kinnoull, 1640-65. Involved in case in 1646.","jhm","02/19/02 13:12:16","jhm","12/05/03 14:06:47"
"JO/1169",1169,"JO","George","Haliburton",,"Mr","minister",,"Perth",0,"Minister at second charge in Perth, 1644-5. Involved in cases in 1646.","jhm","02/19/02 13:12:53","jhm","01/09/04 12:07:35"
"JO/1170",1170,"JO","Edward","Richardson",,"Mr","minister",,"Forteviot",0,"Minister at Forteviot, 1635-49. Involved in case in 1646.","jhm","02/19/02 13:13:35","jhm","12/12/03 10:54:15"
"JO/1171",1171,"JO","Alexander","Ross",,"Mr","minister",,"Insch",0,"Minister at Insch 1635-1661. Involved in case in 1650.","jhm","03/04/02 12:00:36","jhm","12/12/03 12:03:02"
"JO/1172",1172,"JO","Alexander","Erskine",,"Laird of Pittodrie",,"ruling elder","Pittodrie",0,"Involved in case in 1650.","jhm","03/04/02 12:08:59","jhm","11/20/03 16:44:29"
"JO/1173",1173,"JO","James","Ogilvie",,,,"ruling elder",,0,"Involved in case in 1650. ?from Garioch.","jhm","03/04/02 12:09:32","jhm","12/05/03 14:06:23"
"JO/1174",1174,"JO","George","Mill",,"Mr",,,,0,"Involved in case in 1650.","jhm","03/04/02 12:11:33","jhm","12/02/03 11:50:56"
"JO/1175",1175,"JO","Alexander","Strachan",,"Mr",,,,0,"Involved in case in 1650.","jhm","03/04/02 12:12:03","jhm","12/15/03 15:29:57"
"JO/1176",1176,"JO","Arthur","Orr",,"Mr",,,,0,"Involved in case in 1650.","jhm","03/04/02 12:12:40","jhm","12/05/03 14:23:10"
"JO/1177",1177,"JO","John","Gellie",,"Mr the younger",,,,0,"Involved in case in 1650.","jhm","03/04/02 12:14:30","jhm","11/25/03 12:28:21"
"JO/1178",1178,"JO","Robert","Cheyne",,"Mr",,"ruling elder",,0,"Involved in case in 1650.","jhm","03/04/02 12:16:57","jhm","11/20/03 11:18:32"
"JO/1179",1179,"JO","John","Leslie",,"of Balquhan",,,"Aberdeen",0,"Involved in cases in 1597-8.","jhm","03/07/02 16:47:00","jhm","12/01/03 15:46:44"
"JO/1180",1180,"JO","John","Logie",,"Mr of Boddam","minister",,"Rathven",0,"Deposed by General Assembly in 1647 for associating with the Marquis of Huntly and other excommunicated people in the parish. Involved in case in 1650.","jhm","03/11/02 10:22:40","jhm","01/22/04 11:15:35"
"JO/1181",1181,"JO","Patrick","Darg",,"Mr","minister",,"Fordyce",0,"Minister at Fordyce. Involved in case in 1650.","jhm","03/11/02 10:25:00","jhm","01/07/04 11:33:20"
"JO/1182",1182,"JO","Thomas","Law",,"Mr","minister",,"Elgin",0,"Minister at Elgin (junior charge) from 1633-1657. Commissioner at General Assembly in 1646. Involved in cases in 1646.","jhm","03/27/02 10:37:01","jhm","12/01/03 15:27:38"
"JO/1183",1183,"JO","Murdo","MacKenzie",,"Mr","minister",,"Elgin",0,"Minister at Elgin (senior charge) 1645-1677. Involved in cases in 1646.","jhm","03/27/02 10:38:27","jhm","12/02/03 11:06:45"
"JO/1184",1184,"JO","William","Clogie",,"Mr","minister",,"Spynie",0,"Minister at Spynie, 1647-1659 but presented to parish in Oct 1646. Involved in cases in 1646.","jhm","03/27/02 10:39:13","jhm","11/20/03 11:35:09"
"JO/1185",1185,"JO","Alexander","Symmer",,"Mr","minister",,"Duffus & Unthank",0,"Minister at Duffus & Unthank 1643-1686, General Assembly commissioner 1647. Involved in cases in 1646.","jhm","03/27/02 10:40:15","jhm","12/17/03 10:34:24"
"JO/1186",1186,"JO","Richard","Maitland",,"Mr","minister",,"Marnoch",0,"Minister at Marnoch, 1631-1648. General Assembly commissioner in 1647. Involved in case in 1644.","jhm","03/28/02 12:39:31","jhm","01/22/04 11:32:32"
"JO/1187",1187,"JO","Robert","Jameson",,"Mr","minister",,"Cairney",0,"minister at at Cairney, Drumdelgie and Ruthven (called Botarie and Ruthven until 1710), 1614-1660. Attended GA in 1649. Was moderator of presbytery. Involved in case in 1644.","jhm","03/28/02 12:40:37","jhm","12/01/03 14:04:10"
"JO/1188",1188,"JO","Donald","Fraser",,"Mr","minister",,"Urquhart",0,"Minister at Urquhart 1665-1684. Involved in case in 1672.","jhm","04/02/02 13:00:18","jhm","01/07/04 12:13:19"
"JO/1189",1189,"JO","John","Gordon",,"Mr","minister",,"Kiltearn",0,"Minister at Kiltearn and Lemlair 1664-1690. Involved in case in 1672.","jhm","04/02/02 13:01:29","jhm","01/07/04 12:24:21"
"JO/119",119,"JO","Andrew","Makghie",,"Mr","minister",,"Aberlady",0,"Involved in cases in 1649. Minister at Aberlady 1646-1680. Taken prisoner in 1652.","jhm","06/14/01 14:11:24","jhm","12/02/03 12:31:40"
"JO/1190",1190,"JO","David","Ross",,"Mr","minister",,"Tarbat",0,"Minister at Tarbat, 1707-1748. Also the schoolmaster. Involved in case in 1720.","jhm","04/03/02 11:52:06","jhm","12/12/03 12:05:04"
"JO/1191",1191,"JO","William","Innes",,"Mr","minister",,"Thurso",0,"Minister at Thurso, 1696-1737. Involved in cases in 1719.","jhm","04/17/02 09:14:38","jhm","12/01/03 10:52:31"
"JO/1192",1192,"JO","George","Oswald",,"Mr","minister",,"Dunnet",0,"Minister at Dunnet, 1697-1725. Involved in cases in 1719.","jhm","04/17/02 09:15:37","jhm","12/05/03 14:26:39"
"JO/1193",1193,"JO","William","Macbeth",,"Mr","minister",,"Olrig",0,"Minister at Olrig, 1699-1734. Involved in cases in 1719.","jhm","04/17/02 09:16:21","jhm","12/02/03 09:19:22"
"JO/1194",1194,"JO","John","Munro",,"Mr","minister",,"Halkirk",0,"Minister at Halkirk, 1706-1743. Involved in cases in 1719.","jhm","04/17/02 09:17:20","jhm","01/22/04 11:49:40"
"JO/1195",1195,"JO","Alexander","Gibson",,"Mr","minister",,"Canisbay",0,"Minister at Canisbay, 1705-1745. Involved in cases in 1719.","jhm","04/17/02 09:18:14","jhm","11/25/03 12:34:36"
"JO/1196",1196,"JO","John","Munro",,"Mr","minister",,"Reay",0,"Minister at Reay, 1704-1722. Involved in cases in 1719.","jhm","04/17/02 09:19:08","jhm","01/22/04 11:49:28"
"JO/1197",1197,"JO","Hugh","Corse",,"Mr","minister",,"Bower",0,"Minister at Bower, 1701-1738. Involved in cases in 1719.","jhm","04/17/02 09:20:03","jhm","11/20/03 12:40:44"
"JO/1198",1198,"JO","Hector","Munro",,"Mr","minister",,"Watten",0,"Minister at Watten, 1701-1731. Involved in cases in 1719.","jhm","04/17/02 09:20:54","jhm","12/02/03 12:09:36"
"JO/1199",1199,"JO","James","Campbell",,"Mr",,"Sheriff Depute (of Caithness?)",,0,"Involved in case in 1719.","jhm","04/17/02 09:23:17","jhm","11/20/03 10:30:47"
"JO/1200",1200,"JO","George","Duncan",,"Mr","minister",,"Walls, Sandness, Papa Stour and Foula",0,"Involved in cases in 1708 and 1725.","jhm","04/17/02 11:38:42","jhm","11/20/03 16:04:10"
"JO/1201",1201,"JO","John","Mitchell",,"Mr",,"?steward of Shetland",,0,"Involved in cases in 1708 and 1725.","jhm","04/17/02 11:39:36","jhm","12/02/03 11:53:05"
"JO/1202",1202,"JO","George","Dick",,"Mr","minister",,"Old Luce (Glenluce)",0,"Minister at Old Luce or Glenluce, 1639-1645. Involved in cases in 1645.","jhm","04/25/02 09:29:41","jhm","11/20/03 14:53:55"
"JO/1203",1203,"JO","James","Blair",,"Mr","minister",,"Portpatrick",0,"Minister at Portpatrick 1630-1652. Attended Gen Ass 1638 and commissioner to Gen Ass 1645. Involved in case in 1650.","jhm","04/25/02 10:14:14","jhm","11/18/03 10:02:46"
"JO/1204",1204,"JO","James","Lowrie",,"Mr","minister",,"Stoneykirk",0,"Minister at Stoneykirk between 1648 and 1662. Involved in case in 1650.","jhm","04/25/02 10:15:24","jhm","12/01/03 16:25:52"
"JO/1205",1205,"JO","John","Crooks",,"Mr","minister",,"New Luce",0,"Minister at New Luce 1647-1658. Involved in case in 1650.","jhm","04/25/02 10:16:10","jhm","01/07/04 11:22:51"
"JO/1206",1206,"JO","Alexander","Veitch",,"Mr","minister","St Michael's, Dumfries","Dumfries",0,"Minister at first charge (St Michael's) Dumfries, 1694-1715. Was involved in Pentland Rising and imprisoned on the Bass Rock between 1679 and 1680. Involved in cases in 1699-1700.","jhm","05/01/02 16:35:08","jhm","01/22/04 14:17:40"
"JO/1207",1207,"JO","Alexander","Hutchison",,"Mr","minister",,"Troqueer & Kirkconnel",0,"Minister at Troqueer & Kirkconnel 1698-1704. Involved in case in 1709.","jhm","05/01/02 16:52:54","jhm","12/01/03 10:12:21"
"JO/1208",1208,"JO","James","Henderson",,"Mr","minister",,"Kirkmahoe & Kilblane",0,"Minister at Kirkmahoe & Kilblane, 1696-1716. Involved in case in 1700.","jhm","05/01/02 16:54:26","jhm","11/27/03 14:40:49"
"JO/1209",1209,"JO","Hugh","Nisbet",,"Mr","minister",,"Kirkgunzeon",0,"Minister at Kirkgunzeon, 1684-1702. Involved in case in 1700.","jhm","05/01/02 16:55:32","jhm","12/05/03 12:32:15"
"JO/1210",1210,"JO","John","Sinclair",,"Mr","minister",,"Kirkpatrick & Irongray",0,"Minister at Kirkpatrick & Irongray 1690-93. Involved in case in 1692.","jhm","05/02/02 11:44:20","jhm","12/15/03 10:22:55"
"JO/1211",1211,"JO","Alexander","Jaffry",,,,"bailie","Aberdeen",0,"Involved in cases in 1597. Also spelled Joffray.","jhm","05/02/02 12:23:48","jhm","12/01/03 13:54:57"
"JO/1212",1212,"JO","Alexander","Chalmer",,,,"provost","Cults",0,"Involved in Andro Man case and others in 1597-8..","jhm","05/09/02 11:51:09","jhm","01/07/04 10:57:00"
"JO/1213",1213,"JO","Thomas","Leslie",,,,"bailie","Aberdeen",0,"Involved in Andro Man case in 1598.","jhm","05/09/02 11:53:54","jhm","12/01/03 15:47:54"
"JO/1214",1214,"JO","Robert","Howie",,"Mr","minister",,"Aberdeen",0,"Involved in Andro Man case in 1597-8. Minister at Aberdeen (3rd charge) 1591-1598. Transferred to Dundee. Was also principal of Marischal College.","jhm","05/09/02 11:55:59","jhm","12/01/03 10:33:17"
"JO/1215",1215,"JO","John","Sinclair",,,,"sheriff's sergeant",,0,"Involved in Andro Man case in 1598.","jhm","05/09/02 11:58:02","jhm","12/15/03 10:25:20"
"JO/1216",1216,"JO","Robert","Gareant",,,,"sheriff's sergeant",,0,"Involved in Andro Man case in 1598.","jhm","05/09/02 11:59:26","jhm","11/25/03 12:24:17"
"JO/1219",1219,"JO","Irvine","Alexander",,"Laird of Drum",,,"Drum",0,"Witnessed Andro Man's confession in 1598. May be the same or related to LA/233.","jhm","05/09/02 12:14:43","jhm","12/19/03 12:35:56"
"JO/1220",1220,"JO","Patrick","Stewart",,,,,"Lettars",0,"Witnessed Andro Man's confession in 1598. No idea where Lettars is/was.","jhm","05/09/02 12:15:57","jhm","12/15/03 14:42:06"
"JO/1221",1221,"JO","Matthew","Stewart",,,,,"Ordings",0,"Witnessed Andro Man's confession in 1598. No idea where Ordings is/was.","jhm","05/09/02 12:16:53","jhm","12/15/03 14:35:38"
"JO/1222",1222,"JO","Alexander (Sanders)","Menzies",,,,"burgess","Aberdeen",0,"Witnessed Andro Man's confession in 1598.","jhm","05/09/02 12:17:37","jhm","12/02/03 11:48:14"
"JO/1223",1223,"JO","James","Inglis",,,"notary",,,0,"Witnessed Andro Man's confession in 1598.","jhm","05/09/02 12:18:43","jhm","12/01/03 10:36:38"
"JO/1224",1224,"JO","Thomas","Gregor",,,,,,0,"Witnessed Andro Man's confession in 1597-8.","jhm","05/09/02 12:19:14","jhm","11/27/03 11:02:58"
"JO/1225",1225,"JO","Henry","Anderson",,,,,,0,"Witnessed Andro Man's confession in 1597-8.","jhm","05/09/02 12:19:52","jhm","11/12/03 14:35:20"
"JO/1226",1226,"JO","George","Smart",,,,,,0,"Witnessed Andro Man's confession in 1598.","jhm","05/09/02 12:20:16","jhm","12/15/03 11:46:44"
"JO/1227",1227,"JO","Thomas","Robertson",,,,,,0,"Witnessed Andro Man's confession in 1598.","jhm","05/09/02 12:21:38","jhm","12/12/03 11:39:24"
"JO/1228",1228,"JO","Thomas","Menzies",,,,,,0,"Witnessed Andro Man's confession in 1598.","jhm","05/09/02 12:22:05","jhm","12/02/03 11:48:36"
"JO/1229",1229,"JO","Hay","Francis",,"Earl of Errol",,"Great Constable of Scotland","Slains",0,"Earl of Errol and Lord Hay, Great Constable of Scotland. Involved in 1597 Aberdeen cases.","jhm","05/09/02 12:46:38","jhm","11/20/03 16:43:41"
"JO/1230",1230,"JO","Alexander","Hay",,,,"Justice Depute","Ardmachrone",0,"Involved in 1597 Aberdeen case - possibly the Justice Depute of Aberdeen. ?Archmachrone.","jhm","05/09/02 12:49:38","jhm","01/22/04 16:02:20"
"JO/1231",1231,"JO","Harry","Drummond",,,,"Justice Depute of Aberdeen (?)",,0,"Involved in 1597 Aberdeen cases.","jhm","05/09/02 12:51:17","jhm","11/20/03 15:36:48"
"JO/1232",1232,"JO","John","Robertson",,,"notary","clerk of court",,0,"Notary clerk in Aberdeen court in 1597.","jhm","05/09/02 12:52:26","jhm","12/12/03 11:38:15"
"JO/1233",1233,"JO","David","Sym",,,,"officer of court",,0,"Court officer in Aberdeen 1597.","jhm","05/09/02 12:53:24","jhm","12/17/03 10:31:34"
"JO/1234",1234,"JO","John","Hay",,,,"court dempster",,0,"Dempster of court in Aberdeen 1597.","jhm","05/09/02 12:55:03","jhm","11/27/03 14:17:52"
"JO/1235",1235,"JO","Alexander","Lesk",,,,,,0,"Chancellor of assize in 1597. Possibly the same as JO/1242 although he is recorded as being involved with defence.","jhm","05/09/02 12:58:18","jhm","12/01/03 15:43:32"
"JO/1236",1236,"JO","Robert","Innes",,,,,,0,"Heard Agnes Wobster's confession in 1597.","jhm","05/09/02 16:39:28","jhm","12/01/03 10:50:58"
"JO/1237",1237,"JO","Gilbert","Davidson",,,,,"Lenabo",0,"Chancellor of assize in 1597.","jhm","05/09/02 16:42:17","jhm","01/22/04 16:10:39"
"JO/1238",1238,"JO",,"Esselmont",,"Laird of",,,"Ellon",0,"Involved in Aberdeen cases in 1597.","jhm","05/13/02 10:42:37","jhm","11/20/03 16:56:20"
"JO/1239",1239,"JO","William","May",,,"pricker",,,0,"Appears to have been a pricker in some Aberdeen cases in 1597.","jhm","05/13/02 10:43:11","jhm","12/02/03 10:22:30"
"JO/1240",1240,"JO","Patrick","Cruickshank",,,,,"Ardiffery",0,"Accuser in Aberdeen in 1597.","jhm","05/13/02 12:07:52","jhm","01/22/04 16:01:34"
"JO/1241",1241,"JO","George","Cruickshank",,,,,,0,"Complainer in Aberdeen cases in 1597.","jhm","05/13/02 12:08:56","jhm","11/20/03 14:05:46"
"JO/1242",1242,"JO","Alexander","Leysk",,,,,"Ardmoir",0,"Defence in Aberdeen cases from 1597. Possibly the same as JO/1235 although he was chancellor of assize so probably not.","jhm","05/13/02 12:09:41","jhm","12/01/03 15:58:16"
"JO/1243",1243,"JO","Patrick","Leysk",,,,,"Little Haddo",0,"Defence in Aberdeen cases from 1597.","jhm","05/13/02 12:10:11","jhm","12/01/03 15:58:29"
"JO/1244",1244,"JO","Robert","Gairdyne",,,,,"Balgresso",0,"Chancellor in Aberdeen trials in 1597.","jhm","05/13/02 12:29:42","jhm","11/25/03 12:22:14"
"JO/1246",1246,"JO","John","Irving",,,,,"Petmurchy",0,"Chancellor of Aberdeen trials in 1598.","jhm","05/14/02 16:27:11","jhm","12/01/03 10:54:30"
"JO/1247",1247,"JO","John","Ross",,"Mr","minister",,"Lumphanan",0,"Involved in 1597 Aberdeen cases. Was minister at Lumphanan 1597-1603. Member of assembly in 1603.","jhm","05/16/02 12:02:24","jhm","01/22/04 15:20:16"
"JO/1249",1249,"JO","Andrew","Gaw",,,,,"Aberdeen area",0,"No details but was a witness to questioning during 1597 Aberdeen trial.","jhm","06/10/02 20:56:04","jhm","11/25/03 12:24:58"
"JO/1250",1250,"JO","Alexander","Vareak",,,,,,0,"No details but was a witness to questioning in Aberdeen case in 1597 so may have been from Aberdeen area. Involved in case in 1597.","jhm","06/10/02 20:57:38","jhm","01/22/04 14:17:19"
"JO/1251",1251,"JO","Hugh","Crawford",,,,,"Whitehill, Aberdeen",0,"Chancellor in 1597 Aberdeen trials.","jhm","06/10/02 21:38:50","jhm","11/20/03 13:50:07"
"JO/1252",1252,"JO","James","Morrison",,"Mr","minister",,"Evie & Rendall",0,"Minister at Evie & Rendall, involved in case in 1643.","jhm","06/17/02 14:35:23","jhm","12/02/03 12:53:08"
"JO/1253",1253,"JO","Henry (Harry)","Aitken",,"Mr",,"Sheriff-depute",,0,"Sheriff depute for Orkney in 1643. Also noted as a bailie/magistrate and was a judge in some trials. Involved in investigations and trials in 1633 and 1643-4.","jhm","06/17/02 15:15:37","jhm","12/19/03 14:15:53"
"JO/1254",1254,"JO","Henry","Smith",,"Mr",,,"Orkney",0,"Involved in Orkney case in 1643-4.","jhm","06/17/02 15:30:04","jhm","12/15/03 11:50:42"
"JO/1255",1255,"JO","John","Pottinger",,,"skipper","ruling elder","Orkney",0,"Complained to the presbytery about case of Barbara Bowndie in 1643-4.","jhm","06/17/02 15:49:26","jhm","12/05/03 15:59:20"
"JO/1256",1256,"JO","John","Aitken",,,,,"Orkney",0,"Brought complaints against Barbara Bowndie in 1643.","jhm","06/17/02 15:50:24","jhm","11/12/03 14:24:23"
"JO/1257",1257,"JO","George","Johnston",,"Mr","minister",,"Kirkwall & St Ola",0,"Involved in Barbara Bowndie case in 1643-4. Minister at Kirkwall & St Ola from 1642-47, (had been at Sanquhar), then moved to Orphir until 1658.","jhm","06/17/02 15:51:41","jhm","12/01/03 14:09:12"
"JO/1258",1258,"JO","Patrick","Waterston",,"Mr the younger","minister",,"Orphir",0,"Involved in Barbara Bowndie case in 1643-4. Minister at Orphin 1624-1642. Was moderator of presbytery.","jhm","06/17/02 15:52:20","jhm","01/22/04 14:20:19"
"JO/1259",1259,"JO","David","Watson",,"Mr","minister",,,0,"Involved in Barbara Bowndie case in 1643-4. Minister at Rousay and Eglisay then transferred to Westray in 1635. Member of General Assembly in 1638. Died in 1650s?","jhm","06/17/02 15:53:28","jhm","01/22/04 14:20:38"
